Instance_ID,Actual_Class,Predicted_Class,Contrast_Class,Counterfactual_Rules,Prediction_Confidence,Confidence,Fidelity,Time_Taken(s)
48,<=50K,<=50K,>50K,N/A,0.9920018220417979,0.0%,74.6%,0.14
49,<=50K,<=50K,>50K,N/A,0.7319804540968055,0.0%,76.6%,0.15
50,<=50K,<=50K,>50K,N/A,0.5657443214904302,0.0%,75.6%,0.15
51,<=50K,<=50K,>50K,N/A,0.9819365791333236,0.0%,74.8%,0.14
52,>50K,>50K,<=50K,N/A,0.8274323037302443,0.0%,27.2%,0.14
53,<=50K,<=50K,>50K,N/A,0.9877894364235984,0.0%,71.0%,0.19
54,<=50K,<=50K,>50K,race_Other > -0.075,0.6609439885501368,100.0%,73.0%,0.15
55,>50K,<=50K,>50K,N/A,0.6436229804485784,0.0%,67.8%,0.15
56,<=50K,<=50K,>50K,N/A,0.9920887065852694,0.0%,72.4%,0.14
57,>50K,<=50K,>50K,N/A,0.7856091409357678,0.0%,73.6%,0.14
58,<=50K,<=50K,>50K,workclass_Private > -0.021,0.997942420094772,100.0%,68.2%,0.15
59,<=50K,<=50K,>50K,N/A,0.6684831731197353,0.0%,75.6%,0.14
60,>50K,<=50K,>50K,occupation_Transport-moving <= 0.02 and relationship_Own-child > -0.214,0.5071020245704331,100.0%,71.4%,0.15
61,>50K,>50K,<=50K,N/A,0.8362759787911145,0.0%,26.4%,0.14
62,<=50K,<=50K,>50K,N/A,0.760498010712523,0.0%,72.0%,0.14
63,<=50K,<=50K,>50K,N/A,0.992157304514527,0.0%,75.2%,0.14
64,<=50K,<=50K,>50K,occupation_Transport-moving <= 0.171,0.8735791091797935,100.0%,69.4%,0.14
65,<=50K,<=50K,>50K,N/A,0.9970297477509952,0.0%,74.0%,0.15
66,<=50K,<=50K,>50K,N/A,0.9989279272673264,0.0%,76.0%,0.14
67,<=50K,<=50K,>50K,N/A,0.9994865880123359,0.0%,76.0%,0.14
68,<=50K,<=50K,>50K,N/A,0.7656659743538919,0.0%,74.8%,0.14
69,<=50K,<=50K,>50K,N/A,0.9750722042837756,0.0%,74.4%,0.15
70,<=50K,<=50K,>50K,N/A,0.9764935128983612,0.0%,75.2%,0.14
71,>50K,<=50K,>50K,N/A,0.8116046432095189,0.0%,74.0%,0.14
72,<=50K,<=50K,>50K,N/A,0.6804379782650267,0.0%,74.6%,0.15
73,<=50K,<=50K,>50K,N/A,0.9925385504579358,0.0%,78.6%,0.14
74,<=50K,<=50K,>50K,education > 0.152,0.9978146158497506,100.0%,56.6%,0.14
75,<=50K,<=50K,>50K,N/A,0.8537421600958014,0.0%,74.0%,0.14
76,<=50K,<=50K,>50K,marital-status_Never-married > 0.383 and occupation_Armed-Forces <= 0.013,0.9968967781948211,100.0%,70.8%,0.14
77,<=50K,<=50K,>50K,N/A,0.579359983054001,0.0%,73.6%,0.14
78,<=50K,<=50K,>50K,N/A,0.8932060397212382,0.0%,72.6%,0.14
79,<=50K,<=50K,>50K,relationship_Husband > -0.161,0.9756469478291818,100.0%,75.2%,0.15
80,<=50K,<=50K,>50K,N/A,0.9870258195178887,0.0%,70.0%,0.15
81,<=50K,<=50K,>50K,N/A,0.9980383276982717,0.0%,64.6%,0.15
82,<=50K,<=50K,>50K,N/A,0.9931245518948887,0.0%,75.6%,0.14
83,<=50K,<=50K,>50K,N/A,0.693606012842746,0.0%,76.2%,0.14
84,<=50K,<=50K,>50K,N/A,0.9057027820483499,0.0%,74.8%,0.14
85,<=50K,<=50K,>50K,N/A,0.9637823455172836,0.0%,77.4%,0.14
86,<=50K,<=50K,>50K,N/A,0.9995577819191064,0.0%,75.0%,0.15
87,<=50K,<=50K,>50K,N/A,0.7403337238961862,0.0%,71.2%,0.15
88,<=50K,<=50K,>50K,occupation_Transport-moving > -0.053 and sex > 0.762 and occupation_Sales > 0.14,0.7739243347802478,100.0%,70.0%,0.15
89,>50K,<=50K,>50K,N/A,0.5432097482629684,0.0%,72.6%,0.14
90,<=50K,<=50K,>50K,N/A,0.9929162379818951,0.0%,71.2%,0.15
91,<=50K,<=50K,>50K,N/A,0.9917260340137957,0.0%,72.2%,0.14
92,<=50K,<=50K,>50K,N/A,0.9994865880123358,0.0%,72.2%,0.15
93,<=50K,<=50K,>50K,N/A,0.9141414149239562,0.0%,73.2%,0.15
94,<=50K,<=50K,>50K,N/A,0.928714894170217,0.0%,73.6%,0.14
95,<=50K,<=50K,>50K,workclass_Self-emp-not-inc <= 0.028 and capital-gain <= 5653.892,0.8273062527208243,100.0%,84.2%,0.16
96,<=50K,<=50K,>50K,N/A,0.9844795345615275,0.0%,77.8%,0.14
97,<=50K,<=50K,>50K,N/A,0.9945664640537124,0.0%,76.2%,0.15
98,<=50K,<=50K,>50K,N/A,0.981000268035999,0.0%,84.0%,0.16
99,<=50K,<=50K,>50K,workclass_Federal-gov > -0.138,0.9994494816482405,100.0%,70.6%,0.15
100,<=50K,<=50K,>50K,N/A,0.9935094461078191,100.0%,51.6%,0.14
101,<=50K,<=50K,>50K,N/A,0.7695330619957079,0.0%,74.2%,0.15
102,>50K,>50K,<=50K,N/A,0.7833172191397191,100.0%,76.0%,0.14
103,<=50K,<=50K,>50K,N/A,0.9994494816482402,0.0%,61.0%,0.15
104,>50K,>50K,<=50K,N/A,0.5276196606127699,100.0%,81.8%,0.15
105,<=50K,<=50K,>50K,N/A,0.999440141553389,0.0%,73.6%,0.15
106,>50K,>50K,<=50K,N/A,0.7086277631729472,0.0%,25.0%,0.14
107,<=50K,<=50K,>50K,N/A,0.976493512898361,0.0%,62.2%,0.15
108,<=50K,<=50K,>50K,N/A,0.5548638853718267,0.0%,71.6%,0.14
109,<=50K,<=50K,>50K,N/A,0.9969811231680386,0.0%,74.8%,0.14
110,<=50K,<=50K,>50K,N/A,0.6083477978327421,0.0%,91.4%,0.15
111,<=50K,<=50K,>50K,N/A,0.9945034413640395,0.0%,76.2%,0.15
112,<=50K,<=50K,>50K,N/A,0.7005604133030633,0.0%,75.6%,0.14
113,<=50K,<=50K,>50K,N/A,0.9594900961339179,0.0%,74.6%,0.14
114,<=50K,<=50K,>50K,N/A,0.9989736731849294,100.0%,68.4%,0.15
115,<=50K,<=50K,>50K,N/A,0.8018347247674985,0.0%,73.0%,0.14
116,<=50K,<=50K,>50K,education > 0.161 and workclass_? <= 0.198,0.9765249812051414,100.0%,72.4%,0.15
117,<=50K,<=50K,>50K,N/A,0.9895497698423827,0.0%,71.4%,0.14
118,<=50K,<=50K,>50K,N/A,0.9992073832168781,0.0%,75.2%,0.15
119,<=50K,<=50K,>50K,occupation_Other-service > 0.259 and capital-gain <= 777.759,0.9993937190468002,100.0%,71.8%,0.15
120,<=50K,<=50K,>50K,capital-gain <= 4470.995,0.6894994659305337,100.0%,89.4%,0.16
121,<=50K,<=50K,>50K,N/A,0.9784015275471742,0.0%,74.0%,0.14
122,<=50K,<=50K,>50K,N/A,0.5545511921418607,0.0%,77.2%,0.14
123,<=50K,<=50K,>50K,N/A,0.8260113310070072,0.0%,77.2%,0.14
124,<=50K,<=50K,>50K,occupation_Adm-clerical > -0.125 and relationship_Other-relative > -0.14,0.9994865880123358,100.0%,73.4%,0.15
125,<=50K,<=50K,>50K,capital-gain <= 6442.903 and occupation_? <= 0.034,0.9840095479625474,100.0%,92.0%,0.17
126,<=50K,<=50K,>50K,N/A,0.7379049275108374,0.0%,76.8%,0.15
127,<=50K,<=50K,>50K,N/A,0.9994865880123356,0.0%,70.6%,0.14
128,<=50K,<=50K,>50K,N/A,0.5710269736672161,0.0%,76.4%,0.14
129,<=50K,<=50K,>50K,workclass_State-gov <= 0.041,0.7045706822251482,100.0%,65.2%,0.15
130,<=50K,<=50K,>50K,N/A,0.6395035550673039,0.0%,74.2%,0.14
131,>50K,>50K,<=50K,N/A,0.6030367194400386,0.0%,23.4%,0.14
132,<=50K,<=50K,>50K,N/A,0.7750534134303476,0.0%,75.0%,0.14
133,<=50K,<=50K,>50K,N/A,0.9918224567148389,0.0%,73.4%,0.14
134,<=50K,<=50K,>50K,marital-status_Never-married > -0.057 and capital-gain <= 510.593,0.6111132825137244,100.0%,75.8%,0.15
135,>50K,>50K,<=50K,N/A,0.8401447895246024,0.0%,24.4%,0.14
136,<=50K,<=50K,>50K,N/A,0.942850055913401,0.0%,61.2%,0.14
137,<=50K,<=50K,>50K,race_White > 0.587 and race_Amer-Indian-Eskimo <= 0.045,0.6770813185761281,100.0%,71.2%,0.14
138,>50K,<=50K,>50K,N/A,0.7838169668769593,0.0%,73.8%,0.19
139,<=50K,<=50K,>50K,workclass_Without-pay > -0.011 and occupation_Other-service > -0.221,0.6074986192240638,100.0%,72.0%,0.15
140,<=50K,<=50K,>50K,N/A,0.6494367613429869,0.0%,76.6%,0.15
141,<=50K,<=50K,>50K,N/A,0.7618104984655554,0.0%,75.2%,0.14
142,<=50K,<=50K,>50K,N/A,0.9164026627347011,0.0%,71.2%,0.14
143,<=50K,<=50K,>50K,N/A,0.9806984778799006,0.0%,73.8%,0.15
144,<=50K,<=50K,>50K,workclass_Private > 0.516 and workclass_Never-worked <= 0.011,0.9795849056805487,100.0%,68.8%,0.17
145,<=50K,<=50K,>50K,N/A,0.9746161735976376,0.0%,87.4%,0.16
146,<=50K,<=50K,>50K,capital-gain <= 4567.375 and occupation_Transport-moving > -0.079,0.7775952441140564,100.0%,90.8%,0.18
147,>50K,<=50K,>50K,N/A,0.5813102737574075,0.0%,73.0%,0.18
148,<=50K,<=50K,>50K,N/A,0.9982590129806289,0.0%,75.0%,0.17
149,>50K,<=50K,>50K,N/A,0.5343550826316787,0.0%,76.2%,0.16
150,<=50K,<=50K,>50K,N/A,0.9855194626582455,0.0%,77.4%,0.16
151,>50K,>50K,<=50K,N/A,0.8081076584433708,0.0%,23.2%,0.14
152,>50K,<=50K,>50K,N/A,0.5946216659660695,0.0%,73.0%,0.16
153,<=50K,<=50K,>50K,N/A,0.9978280850969427,0.0%,76.0%,0.15
154,<=50K,<=50K,>50K,N/A,0.9278459905191063,0.0%,76.8%,0.14
155,<=50K,<=50K,>50K,N/A,0.6896352827114809,0.0%,72.6%,0.14
156,<=50K,<=50K,>50K,N/A,0.9704819369019688,0.0%,77.8%,0.15
157,<=50K,<=50K,>50K,N/A,0.8703920616328221,0.0%,72.4%,0.15
158,<=50K,<=50K,>50K,age <= 48.807 and marital-status_Widowed > -0.089,0.9849345326917731,100.0%,66.4%,0.15
159,<=50K,<=50K,>50K,N/A,0.9989279272673264,0.0%,73.6%,0.15
160,<=50K,<=50K,>50K,N/A,0.9624849171497273,0.0%,76.8%,0.14
161,<=50K,<=50K,>50K,N/A,0.9948517621427072,0.0%,74.4%,0.14
162,<=50K,<=50K,>50K,N/A,0.6103887362904773,0.0%,75.0%,0.15
163,<=50K,<=50K,>50K,N/A,0.9833038341224614,0.0%,72.2%,0.15
164,>50K,<=50K,>50K,capital-gain <= 6736.834,0.8283096536915824,100.0%,80.6%,0.16
165,<=50K,<=50K,>50K,N/A,0.5084350167742009,100.0%,75.4%,0.16
166,>50K,<=50K,>50K,N/A,0.6590134698199545,0.0%,76.6%,0.14
167,>50K,<=50K,>50K,N/A,0.7817180693181285,0.0%,77.2%,0.14
168,>50K,<=50K,>50K,capital-gain <= 4972.074,0.8146607524969712,100.0%,92.4%,0.16
169,<=50K,<=50K,>50K,N/A,0.9921079302994603,0.0%,77.4%,0.15
170,<=50K,<=50K,>50K,N/A,0.9599468704186468,0.0%,73.4%,0.14
171,<=50K,<=50K,>50K,N/A,0.9726112187315651,0.0%,75.0%,0.15
172,>50K,<=50K,>50K,N/A,0.9720532550527669,0.0%,73.6%,0.15
173,<=50K,<=50K,>50K,N/A,0.9242487030163382,0.0%,76.2%,0.15
174,<=50K,<=50K,>50K,N/A,0.997330454703063,0.0%,80.0%,0.14
175,>50K,>50K,<=50K,N/A,0.5290251429028267,100.0%,68.0%,0.15
176,<=50K,<=50K,>50K,N/A,0.8971709827421389,0.0%,72.6%,0.15
177,>50K,>50K,<=50K,N/A,0.5931958263358277,0.0%,25.6%,0.16
178,<=50K,<=50K,>50K,N/A,0.9875000134175962,0.0%,78.2%,0.14
179,<=50K,<=50K,>50K,N/A,0.9641581923207664,0.0%,75.8%,0.14
180,>50K,<=50K,>50K,N/A,0.5060300435541982,0.0%,77.8%,0.17
181,<=50K,<=50K,>50K,N/A,0.7178117645419446,0.0%,75.4%,0.14
182,<=50K,<=50K,>50K,N/A,0.995831962806202,0.0%,91.8%,0.15
183,>50K,<=50K,>50K,capital-gain <= 3248.255,0.8655846741302464,100.0%,85.6%,0.15
184,>50K,>50K,<=50K,capital-gain > 654.23,0.8584758404948931,100.0%,64.8%,0.15
185,>50K,>50K,<=50K,N/A,0.7798628960914961,0.0%,25.0%,0.15
186,>50K,>50K,<=50K,N/A,0.6678423921854554,0.0%,27.8%,0.15
187,<=50K,<=50K,>50K,marital-status_Married-AF-spouse > -0.006,0.9994494816482405,100.0%,58.0%,0.15
188,>50K,<=50K,>50K,N/A,0.6614870042383325,0.0%,74.2%,0.14
189,<=50K,<=50K,>50K,N/A,0.9722631979473916,0.0%,78.8%,0.15
190,<=50K,<=50K,>50K,N/A,0.9533323791180642,0.0%,73.6%,0.14
191,<=50K,<=50K,>50K,N/A,0.769563830083664,0.0%,76.0%,0.15
192,>50K,>50K,<=50K,N/A,0.862731988481535,100.0%,71.0%,0.16
193,<=50K,<=50K,>50K,N/A,0.7744149032338211,0.0%,75.8%,0.27
194,<=50K,<=50K,>50K,capital-gain <= 5200.257,0.5819772374215779,100.0%,93.6%,0.20
195,<=50K,<=50K,>50K,N/A,0.9897493114342326,0.0%,74.2%,0.21
196,>50K,<=50K,>50K,N/A,0.549166363364658,0.0%,73.6%,0.16
197,<=50K,<=50K,>50K,N/A,0.7430079085051837,0.0%,72.0%,0.18
198,>50K,<=50K,>50K,occupation_Armed-Forces > -0.025,0.8066618135566685,100.0%,75.2%,0.18
199,<=50K,<=50K,>50K,N/A,0.9906912418437852,0.0%,65.4%,0.21
200,<=50K,<=50K,>50K,N/A,0.7452685839970487,0.0%,74.2%,0.19
201,>50K,<=50K,>50K,workclass_Federal-gov > -0.215,0.516568569335616,100.0%,64.0%,0.15
202,<=50K,<=50K,>50K,N/A,0.9882523434762271,0.0%,74.4%,0.15
203,<=50K,<=50K,>50K,occupation_Handlers-cleaners <= 0.133 and occupation_Protective-serv > -0.15,0.9954136243392443,100.0%,73.6%,0.16
204,<=50K,<=50K,>50K,marital-status_Never-married > -0.307,0.5197448215654942,100.0%,72.4%,0.15
205,<=50K,<=50K,>50K,N/A,0.9970337636975938,0.0%,76.6%,0.15
206,<=50K,<=50K,>50K,capital-gain <= 1700.247,0.878736083199717,100.0%,76.2%,0.16
207,<=50K,<=50K,>50K,N/A,0.6850989070139771,0.0%,75.2%,0.15
208,>50K,<=50K,>50K,capital-gain <= 1882.766,0.5526266551265556,100.0%,79.6%,0.15
209,<=50K,<=50K,>50K,race_Black <= 0.274,0.9687471345686396,100.0%,60.8%,0.16
210,<=50K,<=50K,>50K,N/A,0.988220216024247,0.0%,75.8%,0.14
211,<=50K,<=50K,>50K,N/A,0.9328406264838283,0.0%,73.6%,0.14
212,<=50K,<=50K,>50K,capital-gain <= 3204.26,0.9817268941333868,100.0%,81.0%,0.16
213,<=50K,<=50K,>50K,N/A,0.9806474979666783,0.0%,76.4%,0.14
214,<=50K,<=50K,>50K,N/A,0.9986230654414772,0.0%,75.6%,0.14
215,<=50K,<=50K,>50K,N/A,0.9990103336641378,0.0%,76.2%,0.14
216,<=50K,<=50K,>50K,N/A,0.9769275185067565,0.0%,72.8%,0.15
217,<=50K,<=50K,>50K,capital-loss > -431.754 and occupation_Protective-serv > -0.102,0.7867599629709277,100.0%,75.8%,0.15
218,<=50K,<=50K,>50K,N/A,0.9773547754679077,0.0%,77.2%,0.17
219,>50K,<=50K,>50K,occupation_Farming-fishing <= 0.117,0.6464967361882711,100.0%,64.2%,0.15
220,>50K,<=50K,>50K,occupation_Exec-managerial <= 0.145 and relationship_Other-relative > -0.119,0.6371466406289163,100.0%,71.4%,0.15
221,>50K,>50K,<=50K,N/A,0.5136722558204991,0.0%,26.4%,0.15
222,<=50K,<=50K,>50K,N/A,0.6951356658317365,0.0%,72.6%,0.15
223,<=50K,<=50K,>50K,N/A,0.7854402685161272,0.0%,74.8%,0.16
224,<=50K,>50K,<=50K,N/A,0.5138249240540711,0.0%,24.4%,0.16
225,<=50K,<=50K,>50K,N/A,0.7596061216960753,0.0%,69.8%,0.16
226,<=50K,<=50K,>50K,N/A,0.9921377315197227,0.0%,84.0%,0.19
227,<=50K,<=50K,>50K,N/A,0.995188707212912,0.0%,72.0%,0.16
228,<=50K,<=50K,>50K,N/A,0.7697351901337137,0.0%,77.4%,0.17
229,<=50K,<=50K,>50K,N/A,0.987021942231017,0.0%,74.6%,0.18
230,>50K,>50K,<=50K,N/A,0.5111237508604591,100.0%,77.6%,0.16
231,<=50K,<=50K,>50K,N/A,0.6391713426666611,0.0%,75.8%,0.16
232,<=50K,<=50K,>50K,N/A,0.9994865880123359,0.0%,76.4%,0.25
233,<=50K,<=50K,>50K,marital-status_Married-AF-spouse <= 0.025 and relationship_Other-relative > -0.16,0.9603509073905445,100.0%,71.4%,0.17
234,<=50K,<=50K,>50K,N/A,0.8604562991425511,0.0%,73.4%,0.18
235,<=50K,<=50K,>50K,N/A,0.9900496914023936,0.0%,74.8%,0.17
236,<=50K,<=50K,>50K,N/A,0.9696200230948102,0.0%,71.4%,0.19
237,<=50K,<=50K,>50K,capital-gain <= 5377.758 and relationship_Wife <= 0.042,0.9694269200106418,100.0%,93.4%,0.17
238,<=50K,<=50K,>50K,N/A,0.6596895716825004,0.0%,68.6%,0.19
239,>50K,<=50K,>50K,N/A,0.7109795640632435,0.0%,76.0%,0.17
240,<=50K,<=50K,>50K,N/A,0.6476368886585117,0.0%,75.8%,0.17
241,<=50K,<=50K,>50K,occupation_Priv-house-serv <= 0.03 and occupation_Protective-serv <= 0.048,0.9983810022209921,100.0%,68.0%,0.16
242,>50K,<=50K,>50K,N/A,0.5017989782622354,0.0%,75.0%,0.14
243,>50K,<=50K,>50K,N/A,0.605062683085305,0.0%,79.2%,0.17
244,>50K,>50K,<=50K,N/A,0.7771288817216668,0.0%,23.0%,0.16
245,<=50K,<=50K,>50K,N/A,0.999918760295716,0.0%,74.2%,0.14
246,<=50K,<=50K,>50K,N/A,0.7246090542435488,0.0%,75.4%,0.25
247,>50K,<=50K,>50K,N/A,0.520788431173841,0.0%,72.0%,0.18
248,<=50K,<=50K,>50K,capital-gain <= 3876.091,0.9960232904953825,100.0%,86.8%,0.20
249,<=50K,<=50K,>50K,N/A,0.989686837011245,0.0%,73.6%,0.16
250,<=50K,<=50K,>50K,N/A,0.9890577009749971,0.0%,76.0%,0.16
251,>50K,>50K,<=50K,N/A,0.5109886426488502,0.0%,23.8%,0.17
252,>50K,<=50K,>50K,N/A,0.6681967928200687,0.0%,74.0%,0.16
253,<=50K,<=50K,>50K,N/A,0.9399898943598987,0.0%,73.4%,0.16
254,<=50K,<=50K,>50K,N/A,0.7892697780801129,0.0%,74.4%,0.15
255,>50K,<=50K,>50K,N/A,0.5322499029476618,0.0%,75.6%,0.15
256,<=50K,>50K,<=50K,N/A,0.5209179344270275,100.0%,69.6%,0.18
257,<=50K,<=50K,>50K,N/A,0.9908017406715182,0.0%,73.8%,0.14
258,<=50K,<=50K,>50K,relationship_Other-relative > -0.056 and occupation_Exec-managerial > -0.035,0.9984343188056201,100.0%,67.4%,0.16
259,>50K,>50K,<=50K,N/A,0.6269639404487782,0.0%,26.6%,0.15
260,<=50K,<=50K,>50K,N/A,0.9959400312626372,0.0%,76.4%,0.15
261,<=50K,<=50K,>50K,N/A,0.7155824768722353,0.0%,64.0%,0.17
262,<=50K,<=50K,>50K,N/A,0.997853628686704,0.0%,72.2%,0.15
263,<=50K,<=50K,>50K,race_Amer-Indian-Eskimo > -0.129,0.7245112876934634,100.0%,67.2%,0.15
264,>50K,>50K,<=50K,N/A,0.5281589790481316,0.0%,25.6%,0.19
265,<=50K,<=50K,>50K,N/A,0.7711977089894991,0.0%,74.8%,0.16
266,<=50K,<=50K,>50K,N/A,0.9975225026697433,0.0%,77.0%,0.15
267,<=50K,<=50K,>50K,N/A,0.9639630615783672,0.0%,72.8%,0.16
268,<=50K,<=50K,>50K,N/A,0.9634820819954645,0.0%,74.4%,0.16
269,<=50K,<=50K,>50K,relationship_Own-child > -0.558 and occupation_Sales <= 0.303,0.9944054117118138,100.0%,74.4%,0.17
270,<=50K,<=50K,>50K,N/A,0.9831568848583416,0.0%,75.2%,0.15
271,<=50K,<=50K,>50K,N/A,0.7968294802415389,0.0%,74.4%,0.14
272,<=50K,<=50K,>50K,N/A,0.9992524275294083,0.0%,71.4%,0.15
273,>50K,<=50K,>50K,N/A,0.6995386020149285,0.0%,73.4%,0.20
274,>50K,<=50K,>50K,capital-gain <= 1345.846,0.8249513738693682,100.0%,75.2%,0.16
275,<=50K,<=50K,>50K,N/A,0.9764418145818304,0.0%,75.4%,0.15
276,>50K,>50K,<=50K,N/A,0.8612651911204726,0.0%,23.2%,0.15
277,<=50K,<=50K,>50K,workclass_State-gov > -0.21,0.7718892095140117,100.0%,87.2%,0.18
278,<=50K,<=50K,>50K,N/A,0.8102584671026232,0.0%,73.2%,0.15
279,<=50K,<=50K,>50K,N/A,0.9668006011426423,0.0%,73.8%,0.15
280,<=50K,<=50K,>50K,N/A,0.916275570186828,0.0%,72.2%,0.15
281,<=50K,<=50K,>50K,N/A,0.9992615019395718,0.0%,75.2%,0.15
282,<=50K,<=50K,>50K,N/A,0.8970413843948611,0.0%,73.0%,0.14
283,<=50K,<=50K,>50K,hours-per-week > 28.106 and workclass_State-gov > -0.017,0.9716155281792479,100.0%,69.6%,0.15
284,>50K,<=50K,>50K,N/A,0.6965056359205427,0.0%,74.4%,0.14
285,<=50K,<=50K,>50K,occupation_Tech-support > -0.245,0.738699627276429,100.0%,72.8%,0.17
286,<=50K,<=50K,>50K,N/A,0.997096525862996,0.0%,76.6%,0.14
287,<=50K,<=50K,>50K,N/A,0.9251375313501486,0.0%,74.8%,0.15
288,<=50K,<=50K,>50K,capital-gain <= 3350.566,0.7900219612889375,100.0%,79.0%,0.15
289,<=50K,<=50K,>50K,N/A,0.9835366162792544,0.0%,74.0%,0.14
290,<=50K,<=50K,>50K,N/A,0.9942864860838029,0.0%,67.8%,0.15
291,<=50K,<=50K,>50K,N/A,0.7453145349587734,0.0%,71.4%,0.14
292,<=50K,<=50K,>50K,N/A,0.6924043579444995,0.0%,72.4%,0.15
293,>50K,>50K,<=50K,N/A,0.5808328787059199,0.0%,21.8%,0.15
294,<=50K,<=50K,>50K,age <= 28.024 and workclass_Self-emp-inc > -0.063,0.9852470689455441,100.0%,64.0%,0.19
295,>50K,<=50K,>50K,relationship_Not-in-family <= 0.413,0.6760335460508979,100.0%,57.0%,0.15
296,<=50K,<=50K,>50K,N/A,0.9720814483573007,0.0%,74.6%,0.14
297,>50K,<=50K,>50K,workclass_State-gov > -0.053 and race_Amer-Indian-Eskimo <= 0.067,0.9212398072637914,100.0%,70.8%,0.15
298,<=50K,<=50K,>50K,N/A,0.8319773442692834,0.0%,74.2%,0.14
